Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10
High,75342,VMware OVF Tool格式化字符串漏洞,Vmware,CVE-2012-3569,CNNVD-201211-189,NA,2019-04-28,2019-04-28,
High,75691,Adobe Camera Raw Plug-in TIFF图像处理缓冲区下溢漏洞,Adobe,CVE-2012-5679,CNNVD-201212-190,APSB12-28,2019-04-28,2019-04-28,
High,52631,IBM SPSS VsVIEW6.ocx ActiveX控件代码执行漏洞,Ibm,CVE-2012-0189,CNNVD-201201-196,1577951,2019-04-28,2019-04-28,
High,52881,Microsoft Windows WinVerifyTrust PE 文件校验安全绕过漏洞,Microsoft,CVE-2012-0151,CNNVD-201204-121,NA,2019-04-28,2019-04-28,
High,53971,BOOTPD 溢出漏洞,"Cmu,Bsdi,Debian,Freebsd,Sco,Redhat,Openbsd","CVE-1999-0389,CVE-1999-0798...","CNNVD-199901-027,CNNVD-199812-011...",NA,2019-04-28,2019-04-28,
High,74740,Corel WordPerfect文档解析缓冲区溢出漏洞,NA,CVE-2012-4900,CNNVD-201303-146,NA,2019-04-28,2019-04-28,
High,52162,Squid DNS回复无效释放漏洞,Squid-cache,CVE-2011-4096,CNNVD-201111-047,3237,2019-04-28,2019-04-28,
High,69010,Microsoft Word FIB内存破坏漏洞,Microsoft,CVE-2008-4024,CNNVD-200812-129,NA,2017-08-01,2019-04-28,
High,52391,Novell ZENworks LaunchHelp.dll ActiveX 控件LaunchProcess代码执行漏洞,NA,NA,NA,7009570,2017-08-01,2019-04-28,
High,52310,Microsoft Office Word隐藏边框释放后使用漏洞,Microsoft,CVE-2011-1983,CNNVD-201112-195,NA,2017-08-01,2019-04-28,
High,52051,RealNetworks RealPlayer MPG Width 整数下溢内存损坏漏洞,Realnetworks,CVE-2011-4259,CNNVD-201111-431,NA,2017-08-01,2019-04-28,
High,51460,木马：Win32.Zbot,NA,NA,NA,NA,2017-08-01,2019-04-28,
High,51650,木马：Win32.Zbot.o,NA,NA,NA,NA,2017-08-01,2019-04-28,
High,51890,木马：Win32.cdn,NA,NA,NA,NA,2017-08-01,2019-04-28,
High,65880,Teardrop IP分片重组拒绝服务漏洞,"Hp,Netbsd,Sun,Microsoft",CVE-1999-0015,CNNVD-199712-010,NA,2017-08-01,2019-04-28,
High,41741,Samba 解析SID栈缓存溢出漏洞,Samba,CVE-2010-3069,CNNVD-201009-139,NA,2017-08-01,2019-04-28,
High,41423,微软Windows Win32k EOT解析整数溢出漏洞,Microsoft,CVE-2009-2514,CNNVD-200911-127,MS09-065,2017-08-01,2019-04-28,
High,41290,Novell NetWare NFS端口映射RPC模块栈溢出漏洞,NA,NA,NA,NA,2017-08-01,2019-04-28,
High,75250,Sophos Anti-Virus PDF处理栈溢出漏洞,NA,NA,NA,118424,2017-06-30,2019-04-28,
High,75180,TurboSoft TurboFTP Server PORT 命令缓冲区溢出,NA,NA,NA,NA,2017-06-30,2019-04-28,
High,68801,Mozilla Firefox OBJECT标签特制样式空指针引用漏洞,Mozilla,"CVE-2007-3734,CVE-2007-3735...","CNNVD-200707-339,CNNVD-200707-329...",NA,2017-06-30,2019-04-28,
High,44290,EnterpriseDB PostgreSQL Plus Advanced Server的DBA Management Server认证绕过漏洞,NA,NA,NA,NA,2017-06-30,2019-04-28,
High,44070,Ipswitch IMail服务器邮件列表消息主题缓冲区溢出漏洞,NA,NA,NA,NA,2017-06-30,2019-04-28,
High,44580,Citrix Provisioning服务40020017操作缓冲区溢出漏洞,NA,NA,NA,CTX127149,2017-06-30,2019-04-28,
High,44450,Novell eDirectory未检测长度拒绝服务漏洞,NA,NA,NA,NA,2017-06-30,2019-04-28,
High,44451,Novell eDirectory未检测长度拒绝服务漏洞,NA,NA,NA,NA,2017-06-30,2019-04-28,
High,44270,Trend Micro Control Manager CasLogDirectInsertHandler.cs跨站请求伪造,NA,NA,NA,1058280,2017-06-30,2019-04-28,
High,65491,Microsoft Visio DXF文件格式缓冲区溢出漏洞,Microsoft,CVE-2012-1888,CNNVD-201208-235,MS12-059,2019-04-28,2019-04-28,
High,65422,HP Operations Agent 性能组件结束数据块缓冲区溢出漏洞,Hp,CVE-2012-2019,CNNVD-201207-105,C03397769,2019-04-28,2019-04-28,
High,41090,Multiple Products KeyView Excel File SST解析整数溢出漏洞,"Symantec,Autonomy,Ibm",CVE-2009-3037,CNNVD-200909-022,NA,2019-04-28,2019-04-28,
High,41140,微软Windows TCP协议栈零窗口大小漏洞,NA,CVE-2008-4609,CNNVD-200810-307,NA,2019-04-28,2019-04-28,
High,64851,Adobe Shockwave Player rcsL 数据块数组索引解析越界漏洞,Adobe,CVE-2012-2031,CNNVD-201205-165,NA,2019-04-28,2019-04-28,
High,65131,Microsoft Internet Explorer相同ID属性释放后重用漏洞,Microsoft,CVE-2012-1875,CNNVD-201206-170,MS12-037,2019-04-28,2019-04-28,
High,40640,Free Download Manager 解析.torrent文件时出现多处缓存溢出,Free download manager,CVE-2009-0184,CNNVD-200902-036,NA,2019-04-28,2019-04-28,
High,40920,Linux Kernel DCCP协议处理器dccp_setsockopt_change整数溢出漏洞,Linux,CVE-2008-3276,CNNVD-200808-237,NA,2019-04-28,2019-04-28,
High,40591,Apple QuickTime处理VR Track Header原子内存损坏漏洞,Apple,CVE-2009-0002,CNNVD-200901-259,HT3403,2019-04-28,2019-04-28,
High,39190,ClamAV UPX文件处理缓冲区溢出漏洞,Clam anti-virus,CVE-2005-2920,CNNVD-200509-172,NA,2019-04-28,2019-04-28,
High,39440,Microsoft Excel XLS文件内存损坏漏洞,NA,NA,NA,NA,2019-04-28,2019-04-28,
High,74644,Adobe Acrobat和Reader XFA oneOfChild远程代码执行漏洞,Adobe,CVE-2013-0640,CNNVD-201302-259,NA,2017-08-01,2019-04-28,
High,75110,Oracle Java Font Parsing maxPoints堆溢出漏洞,NA,NA,NA,NA,2017-08-01,2019-04-28,
High,74641,Adobe Acrobat和Reader XFA oneOfChild远程代码执行漏洞,Adobe,CVE-2013-0640,CNNVD-201302-259,NA,2017-08-01,2019-04-28,
High,57450,Golden FTP服务器APPE命令缓冲区溢出漏洞,Kmint21 software,CVE-2005-4553,CNNVD-200512-593,NA,2017-08-01,2019-04-28,
High,61380,HTTP Zenturi ProgramChecker ActiveX DownloadFile文件下载漏洞,Zenturi,"CVE-2007-2987,CVE-2007-3076","CNNVD-200706-007,CNNVD-200706-076",NA,2017-08-01,2019-04-28,
High,55550,Macromedia Flash ActionDefineFunction内存访问漏洞,Macromedia,CVE-2005-3591,CNNVD-200511-197,NA,2017-08-01,2019-04-28,
High,43021,Microsoft Excel 解析SLK文件缓冲区溢出漏洞,Microsoft,CVE-2011-1276,CNNVD-201106-151,MS11-045,2017-08-01,2019-04-28,
High,61330,Multiple Vendor Web Vulnerability Scanners HTML Injection Vulnerability,Nikto,CVE-2005-2860,CNNVD-200509-074,NA,2019-04-28,2019-04-28,
High,75661,Microsoft Windows TrueType Font文件解析远程代码执行漏洞,Microsoft,CVE-2012-4786,CNNVD-201212-148,MS12-078,2017-08-01,2019-04-28,
High,75590,Sophos Anti-Virus RAR VMSF_DELTA过滤器符号错误漏洞,NA,NA,NA,NA,2017-08-01,2019-04-28,
High,65690,Novell远程管理器Off-by-One拒绝服务漏洞,NA,NA,NA,NA,2017-08-01,2019-04-28,
High,65531,微软远程管理协议栈溢出漏洞,Microsoft,CVE-2012-1853,CNNVD-201208-233,MS12-054,2017-08-01,2019-04-28,
High,65610,HP Application Lifecycle Management控件任意文件覆写漏洞,NA,NA,NA,NA,2017-08-01,2019-04-28,
High,64810,Microsoft Excel SXLI记录解析内存损坏漏洞,Microsoft,CVE-2012-0184,CNNVD-201205-148,MS12-030,2017-08-01,2019-04-28,
High,44510,Oracle AutoVue AutoVueX ActiveX Control ExportEdaBom远程文件创建漏洞,NA,NA,NA,NA,2017-08-01,2019-04-28,
High,44520,SonicWALL SSL-VPN End-Point epi.dll代码执行漏洞,NA,NA,NA,8272,2017-08-01,2019-04-28,
High,40860,Nullsoft Winamp MAKI脚本处理缓冲区溢出漏洞,NA,NA,NA,NA,2017-08-01,2019-04-28,
High,51080,木马：Win32.Zbot,NA,NA,NA,NA,2017-08-01,2019-04-28,
High,45340,BisonFTP Server 3.5远程缓冲区溢出漏洞,NA,NA,NA,NA,2017-08-01,2019-04-28,
High,45350,Actfax FTP服务器v4.27 USER命令栈溢出漏洞,NA,NA,NA,NA,2017-08-01,2019-04-28,
High,40130,Yahoo Messenger YMailAttach ActiveX控件缓冲区溢出漏洞,Yahoo,CVE-2006-6603,CNNVD-200612-352,120806,2017-08-01,2019-04-28,
High,43790,Citrix MetaFrame IMA认证处理缓冲区溢出,NA,NA,NA,CTX111186,2017-06-30,2019-04-28,
High,43180,Oracle Database Server MD2 package VALIDATE_GEOM 缓冲区溢出漏洞,NA,NA,NA,NA,2017-06-30,2019-04-28,
High,73319,Malformed AU File 分母为0导致拒绝服务漏洞,NA,NA,NA,NA,2019-04-28,2019-04-28,
High,73723,LCDProc parse_all_client_messages函数缓冲区溢出漏洞,Lcdproc,"CVE-2004-1915,CVE-2004-1916...","CNNVD-200404-006,CNNVD-200404-005...",NA,2019-04-28,2019-04-28,
High,71970,Solaris LPD Sendmail参数命令执行,Sun,CVE-2001-1583,CNNVD-200112-257,NA,2019-04-28,2019-04-28,
High,39190,ClamAV UPX文件处理缓冲区溢出漏洞,Clam anti-virus,CVE-2005-2920,CNNVD-200509-172,NA,2019-04-28,2019-04-28,
High,39440,Microsoft Excel XLS文件内存损坏漏洞,NA,NA,NA,NA,2019-04-28,2019-04-28,
High,70212,DNS 标签压缩递归漏洞,"Symantec,Niels provos","CVE-2004-0445,CVE-2007-1030","CNNVD-200407-003,CNNVD-200702-371",NA,2019-04-28,2019-04-28,
High,70213,DNS 标签压缩递归漏洞,Symantec,CVE-2004-0445,CNNVD-200407-003,NA,2019-04-28,2019-04-28,
High,41090,Multiple Products KeyView Excel File SST解析整数溢出漏洞,"Symantec,Autonomy,Ibm",CVE-2009-3037,CNNVD-200909-022,NA,2019-04-28,2019-04-28,
High,41140,微软Windows TCP协议栈零窗口大小漏洞,NA,CVE-2008-4609,CNNVD-200810-307,NA,2019-04-28,2019-04-28,
High,40920,Linux Kernel DCCP协议处理器dccp_setsockopt_change整数溢出漏洞,Linux,CVE-2008-3276,CNNVD-200808-237,NA,2019-04-28,2019-04-28,
High,40640,Free Download Manager 解析.torrent文件时出现多处缓存溢出,Free download manager,CVE-2009-0184,CNNVD-200902-036,NA,2019-04-28,2019-04-28,
High,40591,Apple QuickTime处理VR Track Header原子内存损坏漏洞,Apple,CVE-2009-0002,CNNVD-200901-259,HT3403,2019-04-28,2019-04-28,
Medium,40631,DNS Kaminsky攻击,Isc,CVE-2008-1447,CNNVD-200807-129,NA,2019-04-28,2019-04-28,
Medium,40490,Apple QuickTime CVE-2008-1585 文件执行漏洞,Apple,CVE-2008-1585,CNNVD-200806-145,NA,2019-04-28,2019-04-28,
Medium,69299,Microsoft Windows Vista联络小工具远程代码执行漏洞,Microsoft,CVE-2007-3032,CNNVD-200708-216,NA,2019-04-28,2019-04-28,
Medium,39470,Microsoft Excel CVE-2006-0029 Malformed Record 内存损坏漏洞,Microsoft,CVE-2006-0029,CNNVD-200603-264,NA,2019-04-28,2019-04-28,
Medium,43210,InterNetNews解引用空指针导致拒绝服务漏洞,NA,NA,NA,NA,2017-06-30,2019-04-28,
Medium,43230,Macromedia Flash Player LoadMovie 拒绝服务漏洞,NA,NA,NA,NA,2017-06-30,2019-04-28,
Medium,43270,IBM Director Agent存在拒绝服务漏洞,NA,NA,NA,NA,2017-06-30,2019-04-28,
Medium,48090,发现IM-Worm.Win32.Sohanad.qe.099c通信流量,NA,NA,NA,NA,2017-06-30,2019-04-28,
Medium,48280,发现Trojan-Downloader.Win32.Cryptic.gen通信流量,NA,NA,NA,NA,2017-06-30,2019-04-28,
Medium,48290,发现Trojan-Downloader.Win32.Agent.bksd通信流量,NA,NA,NA,NA,2017-06-30,2019-04-28,
Medium,41170,HP Intelligent Management Center信息泄露漏洞,NA,NA,NA,NA,2017-06-30,2019-04-28,
Medium,41171,HP Intelligent Management Center Reporting信息泄露漏洞,NA,NA,NA,NA,2017-06-30,2019-04-28,
Medium,53080,IBM solidDB ROWNUM Subquery拒绝服务漏洞,NA,NA,NA,IC79861,2017-06-30,2019-04-28,
Medium,75610,VideoLAN VLC媒体播放器SWF代码执行漏洞,NA,NA,NA,NA,2017-06-30,2019-04-28,
Medium,75420,NetIQ Novell权限管理系统modifyAccounts策略绕过漏洞,NA,NA,NA,NA,2017-06-30,2019-04-28,
Medium,40480,微软Office MSODataSourceControl控件拒绝服务漏洞,NA,NA,NA,NA,2017-08-01,2019-04-28,
Medium,40530,Office OCX多个控件OpenWebFile任意程序执行漏洞,NA,NA,NA,NA,2017-08-01,2019-04-28,
Medium,46040,Trojan：Win32.Aspxor.1680,NA,NA,NA,NA,2017-08-01,2019-04-28,
Medium,50450,Nuclear_Bot远程控制工具,NA,NA,NA,NA,2017-08-01,2019-04-28,
Medium,50480,恶意软件：Stasi,NA,NA,NA,NA,2017-08-01,2019-04-28,
Medium,50540,恶意软件：Ri0t,NA,NA,NA,NA,2017-08-01,2019-04-28,
Medium,50551,远程控制工具：Reptile,NA,NA,NA,NA,2017-08-01,2019-04-28,
High,75280,Apple QuickTime TeXML Style元素缓冲区溢出漏洞,Apple,"CVE-2012-3752,CVE-2012-3758","CNNVD-201211-176,CNNVD-201211-182",NA,2017-06-30,2023-11-03,
High,75281,Apple QuickTime TeXML Style元素缓冲区溢出漏洞,Apple,"CVE-2012-3752,CVE-2012-3758","CNNVD-201211-176,CNNVD-201211-182",NA,2017-06-30,2023-11-03,
High,75710,RealNetworks RealPlayer URL解析时栈缓冲区溢出漏洞,Realnetworks,"CVE-2012-5690,CVE-2012-5691","CNNVD-201212-240,CNNVD-201212-241",NA,2017-06-30,2023-11-03,
High,77990,PineApp Mail-SeCure test_li_connection.php命令注入漏洞,NA,NA,NA,NA,2017-06-30,2023-11-03,
High,78280,ABB 多个产品 RobNetScanHost.exe 栈缓冲区溢出漏洞,Abb,CVE-2012-0245,CNNVD-201203-197,SI10227A1,2017-06-30,2023-11-03,
High,98890,Eureka Mail 2.2q服务器错误响应溢出漏洞,Eureka-email,CVE-2009-3837,CNNVD-200911-018,NA,2017-06-30,2023-11-03,
High,109081,MiniUPnP MiniUPnPd栈溢出漏洞,Miniupnp project,"CVE-2013-0230,CVE-2013-1462","CNNVD-201301-607,CNNVD-201301-609",NA,2017-06-30,2023-11-03,
High,109290,PHP HtmlSpecialChars HtmlEntities缓冲区溢出漏洞,NA,NA,NA,60965,2017-06-30,2023-11-03,
High,102250,Microsoft Windows DirectShow MPEG堆缓冲区溢出攻击,Microsoft,CVE-2013-0077,CNNVD-201302-206,MS13-011,2017-06-30,2023-11-03,
High,102260,Adobe Flash Player 索引溢出漏洞,NA,CVE-2012-5676,CNNVD-201212-157,NA,2017-06-30,2023-11-03,
High,102710,Adobe Flash Actionscript 文件引用缓冲区溢出漏洞,NA,CVE-2011-2137,CNNVD-201108-181,NA,2017-06-30,2023-11-03,
High,102740,Adobe Acrobat和Adobe Reader U3D文件包含溢出漏洞,NA,"CVE-2011-2094,CVE-2011-2095","CNNVD-201106-132,CNNVD-201106-133",NA,2017-06-30,2023-11-03,
High,102770,Adobe Flash ActionScript3 栈整数数据溢出漏洞,NA,CVE-2011-0618,CNNVD-201105-171,NA,2017-06-30,2023-11-03,
High,102820,Adobe Acrobat Reader畸形U3D整数溢出漏洞,NA,CVE-2009-3959,CNNVD-201001-092,NA,2017-06-30,2023-11-03,
High,107100,Adobe Flash Player CVE-2011-2134缓存溢出漏洞,NA,CVE-2011-2134,CNNVD-201108-180,NA,2017-06-30,2023-11-03,
High,107130,Adobe Flash Player远程缓冲区溢出漏洞,NA,CVE-2011-0624,CNNVD-201105-177,NA,2017-06-30,2023-11-03,
High,107490,BaoFeng Storm ActiveX控件SetAttributeValue方法缓冲区溢出漏洞,Baofeng,CVE-2009-1807,CNNVD-200905-324,NA,2017-06-30,2023-11-03,
High,107710,网关CWebLaunchCtl ActiveX控件命令执行以及远程缓冲区溢出漏洞,Gateway,CVE-2008-0220,CNNVD-200801-148,NA,2017-06-30,2023-11-03,
High,221550,HP Intelligent Management Centre uam.exe 栈缓冲区溢出漏洞,Hp,CVE-2012-3274,CNNVD-201212-092,NA,2017-06-30,2023-11-03,
High,273900,Adobe Flash Player和AIR字符串拼接整数溢出漏洞,Adobe,CVE-2014-0550,CNNVD-201409-392,NA,2017-06-30,2023-11-03,
High,287840,IBM 1754 GCM系列多个命令注入漏洞,NA,CVE-2013-0526,CNNVD-201308-294,NA,2017-06-30,2023-11-03,
High,295320,Microsoft Office CVE-2015-0086内存损坏漏洞,Microsoft,CVE-2015-0086,CNNVD-201503-250,MS15-022,2017-06-30,2023-11-03,
High,346090,Apple QuickTime Targa文件缓冲区溢出漏洞,Apple,CVE-2012-3755,CNNVD-201211-179,NA,2017-06-30,2023-11-03,
High,363350,Adobe Flash Player堆栈溢出漏洞,NA,CVE-2016-7868,CNNVD-201612-408,APSB16-39,2017-06-30,2023-11-03,
High,363360,Adobe Flash Player堆栈溢出漏洞,NA,CVE-2016-7869,CNNVD-201612-409,APSB16-39,2017-06-30,2023-11-03,
High,363370,Adobe Flash Player堆栈溢出漏洞,NA,CVE-2016-7870,CNNVD-201612-410,APSB16-39,2017-06-30,2023-11-03,
High,363330,Adobe Flash Player堆栈溢出漏洞,NA,CVE-2016-7867,CNNVD-201612-407,APSB16-39,2017-06-30,2023-11-03,
High,6280,HP OpenView Network Node Manager webappmon.exe 缓冲区溢出漏洞,Hp,"CVE-2010-1551,CVE-2010-2703...","CNNVD-201005-203,CNNVD-201007-284...",NA,2017-06-30,2023-11-03,
High,7920,GNOME Project libxslt库RC4密钥字符串缓冲区溢出漏洞,Xmlsoft,CVE-2008-2935,CNNVD-200808-008,NA,2017-06-30,2023-11-03,
High,2040,ACD Systems ACDSee Products XPM 数值区域缓存溢出,Acdsee,"CVE-2007-4344,CVE-2007-6007...","CNNVD-200711-235,CNNVD-200711-237...",NA,2017-06-30,2023-11-03,
High,1990,7T Interactive Graphical SCADA 系统文件操作缓冲区溢出,7t,CVE-2011-1567,CNNVD-201104-029,NA,2017-06-30,2023-11-03,
High,1860,CVS CVE-2004-0788 信息泄露漏洞,"Cvs,Gnome","CVE-2004-0753,CVE-2004-0778...","CNNVD-200410-060,CNNVD-200410-048...",NA,2017-06-30,2023-11-03,
High,1780,Creative 软件自动升级引擎 CTSUEng.ocx 栈溢出漏洞,Creative,CVE-2008-0955,CNNVD-200805-365,NA,2017-06-30,2023-11-03,
High,2160,Adobe下载管理器getPlus ActiveX控件缓冲区溢出,NA,CVE-2009-3958,CNNVD-201001-104,APSB10-02,2017-06-30,2023-11-03,
High,2220,Adobe Flash Player无效对象引用代码执行漏洞,Adobe,CVE-2009-0520,CNNVD-200902-601,APSB09-01,2017-06-30,2023-11-03,
High,12090,Oracle安全备份管理服务器login.php命令注入漏洞,Oracle,CVE-2008-5449,CNNVD-200901-155,CPUJAN2009,2017-06-30,2023-11-03,
High,9780,Nagios 'statuswml.cgi' 远程任意 Shell 命令注入漏洞,Nagios,CVE-2009-2288,CNNVD-200907-021,NA,2017-06-30,2023-11-03,
High,9920,Novell eDirectory LDAP NULL搜索参数缓冲区溢出漏洞,Novell,CVE-2008-1809,CNNVD-200807-214,3843876,2017-06-30,2023-11-03,
High,9950,Novell eDirectory NDS Verb 0x01整数溢出漏洞,Novell,CVE-2009-0895,CNNVD-200912-043,7004912,2017-06-30,2023-11-03,
High,9960,Novell eDirectory evtFilteredMonitorEventsRequest函数堆溢出漏洞,Novell,CVE-2006-4509,CNNVD-200610-395,NA,2017-06-30,2023-11-03,
High,8240,Microsoft Windows WebDAV Mini-Redirector 堆缓冲区溢出漏洞,NA,CVE-2008-0080,CNNVD-200802-232,MS08-007,2017-06-30,2023-11-03,
High,8170,Microsoft Masked编辑控制内存损坏漏洞,Microsoft,CVE-2008-3704,CNNVD-200808-241,NA,2017-06-30,2023-11-03,
High,8171,Microsoft Masked编辑控制内存损坏漏洞,Microsoft,CVE-2008-3704,CNNVD-200808-241,NA,2017-06-30,2023-11-03,
High,14300,Microsoft Publisher文件转换文本框远程缓冲区溢出漏洞,Microsoft,CVE-2010-0479,CNNVD-201004-271,MS10-023,2017-06-30,2023-11-03,
High,14681,Novell NetMail NMAP STOR命令缓冲区溢出漏洞,Novell,CVE-2006-6424,CNNVD-200612-534,NA,2017-06-30,2023-11-03,
High,14760,Microsoft Office PowerPoint 95格式音频对象缓冲区溢出漏洞,Microsoft,CVE-2009-1128,CNNVD-200905-157,MS09-017,2017-06-30,2023-11-03,
High,18290,Mozilla Firefox浏览器WOFF字体处理整数溢出漏洞,NA,CVE-2010-1028,CNNVD-201003-281,NA,2017-06-30,2023-11-03,
High,17990,Motorola Timbuktu Pro PlughNTCommand 缓冲区溢出漏洞,NA,CVE-2009-1394,CNNVD-200906-409,NA,2017-06-30,2023-11-03,
High,15020,Mozilla产品nsCSSValue数组索引整数溢出漏洞,Mozilla,CVE-2010-2752,CNNVD-201007-330,2010-39,2017-06-30,2023-11-03,
High,15050,MPlayer demux_open_vqf TwinVQ文件处理缓冲区溢出漏洞,Mplayer,CVE-2008-5616,CNNVD-200812-310,NA,2017-06-30,2023-11-03,
Medium,46820,蠕虫：Worm.Viking.gl,NA,NA,NA,NA,2017-08-01,2019-04-28,
Medium,47090,蠕虫：Win32.Autorun.jsw,NA,NA,NA,NA,2017-08-01,2019-04-28,
Medium,47110,蠕虫：Net.Sasser.g,NA,NA,NA,NA,2017-08-01,2019-04-28,
Medium,47111,蠕虫：Net.Sasser.g,NA,NA,NA,NA,2017-08-01,2019-04-28,
Medium,69299,Microsoft Windows Vista联络小工具远程代码执行漏洞,Microsoft,CVE-2007-3032,CNNVD-200708-216,NA,2019-04-28,2019-04-28,
Medium,41919,Oracle GlassFish服务器畸形用户名跨站脚本漏洞,Oracle,CVE-2011-2260,NA,NA,2019-04-28,2019-04-28,
Medium,46331,僵尸网络：BlueEye_Bot通信,NA,NA,NA,NA,2019-04-28,2019-04-28,
Medium,51570,发现W32.Spybot.Worm.29b1通信流量,NA,NA,NA,NA,2017-06-30,2019-04-28,
Medium,51520,发现W32.IRCBot.ed21通信流量,NA,NA,NA,NA,2017-06-30,2019-04-28,
Medium,51480,发现Backdoor.Bot.94959.76ae通信流量,NA,NA,NA,NA,2017-06-30,2019-04-28,
Medium,51490,发现Backdoor.Sdbot.0e78通信流量,NA,NA,NA,NA,2017-06-30,2019-04-28,
Medium,41210,VideoLAN VLC Media Player MP4_BoxDumpStructure缓冲区溢出漏洞,NA,NA,NA,SA0901,2017-08-01,2019-04-28,
Medium,65710,HP Application Lifecycle Management控件不安全方法暴露,NA,NA,NA,NA,2017-08-01,2019-04-28,
Medium,65640,Oracle Outside In Excel文件解析整数溢出漏洞,NA,NA,NA,NA,2017-08-01,2019-04-28,
Medium,74180,Asterisk SIP Channel Driver拒绝服务漏洞,Asterisk,CVE-2008-0095,CNNVD-200801-069,NA,2017-08-01,2019-04-28,
Medium,74920,Trend Micro InterScan Messaging安全套件跨站脚本漏洞,Trendmicro,"CVE-2012-2995,CVE-2012-2996","CNNVD-201209-364,CNNVD-201209-365",NA,2017-08-01,2019-04-28,
Medium,50110,后门软件：Octopus,NA,NA,NA,NA,2017-08-01,2019-04-28,
Medium,64530,Botnet: Trojan.Win32.Ganjabot,NA,NA,NA,NA,2017-08-01,2019-04-28,
Medium,51120,恶意软件 Backdoor.Bot.14544.1100,NA,NA,NA,NA,2017-08-01,2019-04-28,
Medium,51170,Trojan.Win32.Regrun,NA,NA,NA,NA,2017-08-01,2019-04-28,
Medium,51250,恶意软件DeepFrozen,NA,NA,NA,NA,2017-08-01,2019-04-28,
Medium,50960,恶意软件 Bandook,NA,NA,NA,NA,2017-08-01,2019-04-28,
Medium,50680,恶意软件CyberEye,NA,NA,NA,NA,2017-08-01,2019-04-28,
Medium,50730,PrjRAPTOR远程控制工具,NA,NA,NA,NA,2017-08-01,2019-04-28,
Medium,50800,恶意软件CAFEiNi,NA,NA,NA,NA,2017-08-01,2019-04-28,
Medium,50880,N0PE_Bot远程控制工具,NA,NA,NA,NA,2017-08-01,2019-04-28,
Medium,50450,Nuclear_Bot远程控制工具,NA,NA,NA,NA,2017-08-01,2019-04-28,
Medium,50480,恶意软件：Stasi,NA,NA,NA,NA,2017-08-01,2019-04-28,
Medium,50540,恶意软件：Ri0t,NA,NA,NA,NA,2017-08-01,2019-04-28,
Medium,50551,远程控制工具：Reptile,NA,NA,NA,NA,2017-08-01,2019-04-28,
Medium,50560,恶意软件Forbot,NA,NA,NA,NA,2017-08-01,2019-04-28,
Medium,50561,恶意软件Forbot,NA,NA,NA,NA,2017-08-01,2019-04-28,
Medium,50562,恶意软件:Forbot,NA,NA,NA,NA,2017-08-01,2019-04-28,
Medium,50563,恶意软件Forbot,NA,NA,NA,NA,2017-08-01,2019-04-28,
Medium,46040,Trojan：Win32.Aspxor.1680,NA,NA,NA,NA,2017-08-01,2019-04-28,
Medium,44600,后门软件：MicroBot,NA,NA,NA,NA,2017-08-01,2019-04-28,
Medium,44550,Trend Micro Internet Security Pro 2010远程代码执行漏洞,NA,NA,NA,EN-1056426,2017-08-01,2019-04-28,
Medium,53170,Oracle Java Software升级缺陷漏洞,NA,NA,NA,NA,2019-04-28,2019-04-28,
Medium,52841,RealNetworks Helix Server SNMP Master Agent TCP连接拒绝服务漏洞,Realnetworks,CVE-2012-1923,CNNVD-201204-139,NA,2019-04-28,2019-04-28,
Medium,74140,Apple Safari Java脚本多字节符号躲避导致DOS攻击,NA,NA,NA,NA,2019-04-28,2019-04-28,
Medium,53690,AWStats 6.5 远程命令注入漏洞,Awstats,CVE-2006-2237,CNNVD-200605-116,NA,2019-04-28,2019-04-28,
Medium,50350,恶意软件：Mstream,NA,NA,NA,NA,2019-04-28,2019-04-28,
Medium,75882,甲骨文Java JmxMBeanServer沙箱绕过漏洞,Oracle,CVE-2013-0422,CNNVD-201301-193,NA,2019-04-28,2019-04-28,
Medium,74601,Microsoft Internet Explorer CHTML释放后重用漏洞,Microsoft,CVE-2013-0029,CNNVD-201302-201,MS13-009,2019-04-28,2019-04-28,
Medium,74771,Microsoft Silverlight指针引用内存损坏漏洞,Microsoft,CVE-2013-0074,CNNVD-201303-258,MS13-022,2019-04-28,2019-04-28,
Medium,74880,FreeRADIUS CVE-2012-3547栈缓冲区溢出漏洞,Freeradius,CVE-2012-3547,CNNVD-201209-304,NA,2019-04-28,2019-04-28,
Medium,43960,MySQL XML函数Scalar XPath 拒绝服务漏洞,NA,NA,NA,42495,2017-06-30,2019-04-28,
Medium,75270,Foxit Reader 不安全库加载漏洞,NA,NA,NA,NA,2017-06-30,2019-04-28,
Medium,52950,EMC Data Protection Advisor 拒绝服务漏洞,NA,NA,NA,NA,2017-06-30,2019-04-28,
Medium,49930,后门软件：Amitis,NA,NA,NA,NA,2017-08-01,2019-04-28,
Medium,47840,蠕虫：E-W.Win32.Zhelatin.ach.3096,NA,NA,NA,NA,2017-08-01,2019-04-28,
Medium,47860,木马：W32.Induc.A.1ae4,NA,NA,NA,NA,2017-08-01,2019-04-28,
Medium,65640,Oracle Outside In Excel文件解析整数溢出漏洞,NA,NA,NA,NA,2017-08-01,2019-04-28,
Medium,65710,HP Application Lifecycle Management控件不安全方法暴露,NA,NA,NA,NA,2017-08-01,2019-04-28,
Medium,75670,Microsoft Internet Explorer移动鼠标信息泄露漏洞,NA,NA,NA,NA,2017-08-01,2019-04-28,
